Rented_Bike_Count,Hour,Temperature°C,Humidity%,Wind_speed_m_s,Visibility_10m,Rainfallmm,Snowfall_cm,Seasons,Holiday,year,month,weekday
2556,20,25.1,55,2.3,1779,0.0,0.0,1,0,2018,6,3
1198,23,30.4,58,1.4,2000,0.0,0.0,1,0,2018,8,4
724,23,11.8,56,0.0,1655,0.0,0.0,2,0,2018,10,6
714,12,18.2,55,2.3,594,0.0,0.0,0,0,2018,3,3
219,3,6.5,75,1.1,970,0.0,0.0,2,0,2018,11,3
803,23,16.8,70,0.9,1426,0.0,0.0,0,0,2018,4,0
252,4,27.7,75,1.0,1360,0.0,0.0,1,0,2018,7,3
1113,14,17.1,39,2.0,781,0.0,0.0,2,0,2018,11,5
1679,18,5.4,58,0.2,2000,0.0,0.0,2,0,2018,11,2
1347,18,14.4,77,1.0,912,0.0,0.0,2,0,2018,11,2
2497,18,25.8,58,2.9,2000,0.0,0.0,2,0,2018,9,3
619,15,24.2,93,1.0,590,0.0,0.0,1,0,2018,7,0
419,14,5.7,54,3.5,418,0.0,0.0,3,0,2017,12,4
834,11,11.9,44,2.1,791,0.0,0.0,2,0,2018,11,4
38,4,-7.5,55,1.3,1984,0.0,0.0,3,0,2018,1,3
96,18,24.3,97,0.8,105,18.5,0.0,1,0,2018,8,1
1543,7,19.9,74,1.7,683,0.0,0.0,1,0,2018,6,3
154,5,8.1,76,0.6,1309,0.0,0.0,2,0,2018,10,5
1076,23,30.7,55,1.5,2000,0.0,0.0,1,0,2018,8,5
2337,19,25.4,33,2.7,2000,0.0,0.0,1,0,2018,6,5
188,5,27.3,84,0.8,1067,0.0,0.0,1,0,2018,8,6
1909,20,22.3,50,2.7,1512,0.0,0.0,0,0,2018,5,5
137,5,9.4,87,0.8,279,0.0,0.0,2,0,2018,11,5
654,8,18.2,86,0.0,858,0.0,0.0,2,0,2018,9,5
934,9,29.9,69,1.5,769,0.0,0.0,1,0,2018,7,4
273,13,8.0,54,1.8,435,0.0,0.0,3,0,2018,1,2
862,0,16.1,54,1.3,1052,0.0,0.0,0,0,2018,5,5
302,3,21.6,80,1.2,2000,0.0,0.0,2,0,2018,9,5
218,23,0.5,73,1.5,465,0.0,0.0,3,0,2018,2,0
58,21,17.0,85,1.1,597,0.5,0.0,0,1,2018,5,1
220,11,-4.5,29,1.3,1912,0.0,0.0,3,0,2018,1,1
1319,20,14.2,15,2.6,2000,0.0,0.0,0,0,2018,4,3
172,22,-12.9,52,2.8,2000,0.0,0.0,3,0,2018,1,3
1940,22,27.2,70,1.9,1110,0.0,0.0,1,0,2018,7,1
1659,20,15.9,81,2.8,250,0.0,0.0,2,0,2018,10,0
158,7,-8.0,70,1.8,2000,0.0,0.7,3,0,2018,1,2
561,10,6.0,43,1.0,1829,0.0,0.0,0,0,2018,3,5
175,11,-9.9,32,3.3,1863,0.0,0.0,3,0,2018,2,1
215,4,21.6,87,0.4,951,0.0,0.0,2,0,2018,9,3
61,5,-4.4,54,0.8,1786,0.0,0.0,3,1,2018,1,0
217,10,21.1,73,1.2,1957,0.0,0.0,1,0,2018,7,0
350,14,-1.3,27,3.1,1906,0.0,0.0,3,0,2017,12,4
931,9,5.2,55,1.4,1752,0.0,0.0,2,0,2018,11,0
26,23,11.5,96,3.0,691,0.0,0.0,2,0,2018,11,3
735,12,34.2,35,1.8,1528,0.0,0.0,1,0,2018,7,5
165,4,8.1,78,0.6,2000,0.0,0.0,2,0,2018,10,3
12,9,15.4,97,0.8,413,1.0,0.0,0,0,2018,5,6
672,6,24.6,82,0.2,1157,0.0,0.0,1,0,2018,7,4
460,16,1.4,33,4.8,1480,0.0,0.0,0,1,2018,3,3
319,16,6.0,28,1.7,1183,0.0,0.0,3,0,2018,2,4
2235,21,23.4,52,1.4,2000,0.0,0.0,1,0,2018,7,5
504,16,5.4,56,2.2,396,0.0,0.0,3,0,2017,12,4
986,11,25.1,45,0.9,1982,0.0,0.0,0,0,2018,5,0
1516,12,19.8,46,2.5,1837,0.0,0.0,2,0,2018,10,6
241,10,5.2,65,3.9,1313,0.0,0.0,3,0,2018,2,2
268,13,2.6,27,0.8,1120,0.0,0.0,3,0,2018,2,4
468,15,28.9,86,2.2,1592,7.3,0.0,1,0,2018,7,5
222,3,12.7,67,0.5,2000,0.0,0.0,2,1,2018,9,1
2281,19,30.6,54,2.8,1531,0.0,0.0,1,0,2018,7,2
151,6,-3.0,62,0.8,1996,0.0,0.0,3,0,2018,2,3
346,6,24.7,85,3.8,2000,0.0,0.0,1,0,2018,8,2
1010,10,23.2,41,1.1,1440,0.0,0.0,0,0,2018,5,5
102,10,-2.3,63,1.7,1286,0.0,3.2,3,0,2018,1,2
1741,22,23.0,38,1.2,1996,0.0,0.0,1,0,2018,6,6
278,11,3.1,57,0.8,804,0.0,0.0,3,1,2017,12,4
331,4,20.0,63,1.8,2000,0.0,0.0,1,0,2018,7,5
1175,11,16.2,39,1.6,1580,0.0,0.0,2,0,2018,10,5
184,1,-2.3,71,3.2,1078,0.0,0.0,3,0,2018,2,5
152,7,5.5,58,1.0,937,0.0,0.0,0,0,2018,3,6
96,6,-7.1,70,1.0,1977,0.0,0.0,3,0,2018,2,1
115,8,-3.6,53,0.5,1227,0.0,0.0,3,0,2018,1,6
826,16,35.6,39,2.7,2000,0.0,0.0,1,0,2018,8,5
619,1,28.2,68,0.9,2000,0.0,0.0,1,0,2018,8,1
333,11,2.3,69,1.7,628,0.0,0.6,3,0,2017,12,3
193,13,-0.4,15,2.4,1938,0.0,0.0,3,1,2018,2,5
292,5,27.8,82,1.0,1599,0.0,0.0,1,0,2018,8,3
822,11,16.9,27,1.5,1354,0.0,0.0,0,0,2018,4,1
18,23,16.3,96,1.1,198,2.5,0.0,0,1,2018,5,1
1444,13,27.3,52,3.1,613,0.0,0.0,1,1,2018,6,2
198,5,14.4,73,0.4,978,0.0,0.0,0,0,2018,5,5
1074,15,19.4,24,3.9,2000,0.0,0.0,0,0,2018,4,3
2147,17,26.6,40,1.4,2000,0.0,0.0,2,0,2018,9,0
2183,21,23.1,54,2.1,2000,0.0,0.0,1,0,2018,7,4
134,21,-1.1,32,2.4,2000,0.0,0.0,3,1,2018,2,3
478,0,3.8,42,1.7,1458,0.0,0.0,2,0,2018,11,1
647,9,18.1,33,1.1,512,0.0,0.0,0,0,2018,4,5
258,5,17.2,54,1.3,2000,0.0,0.0,2,0,2018,9,1
64,4,-0.3,76,0.9,760,0.0,0.7,3,1,2017,12,4
43,7,13.3,81,1.5,525,0.1,0.0,0,0,2018,5,5
122,8,-5.3,53,1.1,1411,0.0,0.0,3,0,2018,1,6
1976,8,16.9,54,1.7,2000,0.0,0.0,0,0,2018,5,1
381,15,5.4,25,2.4,1686,0.0,0.0,3,0,2018,1,4
257,15,-2.4,51,4.6,1458,0.0,0.0,3,0,2018,1,1
1263,16,16.0,37,1.9,984,0.0,0.0,2,0,2018,11,5
801,20,9.4,50,2.1,391,0.0,0.0,0,0,2018,3,0
1255,22,9.2,55,0.9,2000,0.0,0.0,2,0,2018,10,2
483,0,20.2,66,1.5,2000,0.0,0.0,1,0,2018,6,6
1059,7,27.0,69,0.8,2000,0.0,0.0,1,0,2018,8,1
1099,14,21.3,30,4.3,2000,0.0,0.0,2,1,2018,9,0
717,12,5.9,23,2.8,1985,0.0,0.0,2,0,2018,11,3
685,2,13.2,77,1.2,1972,0.0,0.0,2,1,2018,10,2
1303,13,20.2,28,1.3,2000,0.0,0.0,2,0,2018,10,0
429,2,9.1,68,0.3,921,0.0,0.0,2,0,2018,10,6
171,3,11.3,85,0.0,907,0.0,0.0,2,0,2018,10,0
837,1,16.2,63,0.7,1328,0.0,0.0,0,0,2018,5,5
1409,16,18.0,26,2.1,2000,0.0,0.0,2,0,2018,10,2
775,1,21.6,75,1.1,1671,0.0,0.0,2,0,2018,9,4
16,4,15.8,93,0.4,268,1.5,0.0,0,0,2018,5,6
304,14,3.7,53,0.6,592,0.0,0.0,3,0,2018,1,6
960,17,33.6,55,3.9,1929,0.0,0.0,1,1,2018,8,2
683,10,8.3,50,1.1,1364,0.0,0.0,2,0,2018,11,0
195,11,-7.7,41,4.6,1984,0.0,0.2,3,0,2018,2,5
1119,14,24.3,58,2.9,1211,0.0,0.0,0,0,2018,5,2
1200,9,11.2,63,1.1,656,0.0,0.0,2,0,2018,10,2
643,0,16.6,53,0.9,2000,0.0,0.0,2,0,2018,10,2
58,4,20.8,97,1.0,2000,4.0,0.0,1,0,2018,7,0
428,3,25.4,84,0.9,1174,0.0,0.0,1,0,2018,7,4
1579,8,31.6,50,1.1,1943,0.0,0.0,1,0,2018,8,3
1385,21,14.4,36,1.0,2000,0.0,0.0,2,0,2018,10,6
1111,13,10.9,32,1.2,1772,0.0,0.0,0,0,2018,3,5
307,10,-0.9,64,0.0,1224,0.0,0.2,3,0,2017,12,2
999,7,8.8,33,1.2,2000,0.0,0.0,0,0,2018,4,4
850,9,14.3,72,0.7,342,0.0,0.0,0,0,2018,5,4
336,5,18.6,85,1.0,384,0.0,0.0,1,0,2018,6,4
733,1,28.8,75,2.1,1975,0.0,0.0,1,0,2018,8,3
19,19,12.8,97,0.9,245,0.0,0.0,2,0,2018,11,3
187,23,-0.6,39,1.3,1731,0.0,0.0,3,0,2018,2,5
565,12,32.5,59,3.4,1780,0.0,0.0,1,0,2018,8,6
1145,12,16.3,33,2.9,1530,0.0,0.0,2,0,2018,11,6
531,1,6.9,55,1.8,2000,0.0,0.0,2,0,2018,10,6
3251,18,23.6,42,2.1,2000,0.0,0.0,0,0,2018,5,2
1077,15,25.2,71,0.2,2000,0.0,0.0,2,0,2018,9,5
818,11,8.7,41,2.6,1907,0.0,0.0,2,0,2018,10,2
2070,8,12.0,77,0.4,891,0.0,0.0,2,0,2018,10,0
695,22,7.8,49,0.1,528,0.0,0.0,0,0,2018,3,0
160,22,1.5,82,2.4,537,0.0,2.6,3,0,2017,12,0
552,10,15.7,58,1.3,1980,0.0,0.0,0,0,2018,3,2
2314,18,14.6,42,1.4,1428,0.0,0.0,2,0,2018,11,4
384,14,17.2,85,1.3,2000,0.0,0.0,0,0,2018,5,6
852,11,11.1,46,1.6,1518,0.0,0.0,2,0,2018,11,3
288,18,-11.8,33,4.0,2000,0.0,0.5,3,0,2018,1,3
1030,23,31.2,52,1.5,1670,0.0,0.0,1,0,2018,7,6
486,6,21.0,64,1.0,2000,0.0,0.0,1,0,2018,7,0
1079,7,28.2,82,1.5,985,0.0,0.0,1,0,2018,8,2
142,6,9.4,75,0.9,1117,0.0,0.0,0,0,2018,3,5
285,9,-5.9,52,1.4,1935,0.0,0.0,3,0,2018,2,1
1321,7,25.0,83,1.0,1350,0.0,0.0,1,0,2018,7,4
311,20,-2.8,39,1.7,1702,0.0,0.0,3,0,2018,1,3
132,2,-2.2,88,1.4,348,0.0,2.2,3,0,2017,12,3
2493,20,25.4,31,2.5,2000,0.0,0.0,1,0,2018,6,4
145,2,23.9,69,0.3,531,0.2,0.0,0,0,2018,5,2
456,6,9.9,75,1.0,560,0.0,0.0,2,0,2018,10,1
49,2,-10.2,47,0.9,1808,0.0,0.0,3,0,2018,1,0
266,17,-6.5,34,4.0,2000,0.0,0.0,3,0,2018,1,2
94,1,-15.1,43,0.8,1905,0.0,0.3,3,0,2018,1,5
157,1,10.1,83,1.6,2000,0.0,0.0,0,0,2018,4,1
995,20,7.6,76,3.9,603,0.0,0.0,2,0,2018,11,4
2557,19,25.0,52,2.2,2000,0.0,0.0,1,0,2018,7,4
1106,22,10.0,56,2.0,1290,0.0,0.0,2,0,2018,11,4
806,12,10.6,52,3.1,390,0.0,0.0,0,0,2018,3,5
336,20,19.1,58,6.1,2000,0.0,0.0,0,0,2018,4,1
211,7,-12.5,41,4.5,2000,0.0,1.0,3,0,2018,1,1
254,11,4.7,75,2.3,533,0.0,0.0,3,0,2018,1,0
225,13,-1.3,35,2.0,1893,0.0,0.0,3,0,2018,1,1
121,12,-12.2,26,4.0,2000,0.0,0.9,3,0,2018,1,2
592,18,0.5,37,3.0,1733,0.0,0.0,3,0,2018,2,4
9,10,20.3,97,1.0,103,9.5,0.0,1,0,2018,6,1
1002,10,22.2,61,1.2,531,0.0,0.0,0,1,2018,5,1
421,19,6.9,73,3.7,369,0.0,0.0,3,0,2018,2,4
349,3,21.0,76,0.7,1995,0.0,0.0,2,0,2018,9,4
1273,12,24.2,43,2.2,1798,0.0,0.0,2,0,2018,9,5
512,21,3.3,36,1.4,1110,0.0,0.0,3,0,2018,2,0
283,12,0.0,35,2.3,1672,0.0,0.0,3,0,2018,1,5
1212,8,4.3,43,4.2,2000,0.0,0.0,0,0,2018,3,1
48,5,-6.8,61,0.2,1724,0.0,0.0,3,0,2018,2,4
839,1,23.1,66,1.6,2000,0.0,0.0,1,0,2018,7,4
330,16,2.9,26,3.0,1968,0.0,0.0,3,0,2018,2,4
2017,8,21.7,89,0.5,2000,0.0,0.0,1,0,2018,7,1
1978,19,24.0,41,1.9,2000,0.0,0.0,2,0,2018,9,5
642,11,5.3,43,1.8,1177,0.0,0.0,2,0,2018,11,4
8,20,2.7,96,1.5,1479,0.0,0.0,3,0,2018,2,2
426,18,2.6,86,1.1,834,0.0,3.5,2,0,2018,11,5
934,9,22.7,72,1.2,2000,0.0,0.0,2,0,2018,9,5
259,10,0.8,60,2.9,497,0.0,0.0,3,0,2018,2,5
342,21,4.3,56,0.7,434,0.0,0.0,3,0,2018,1,1
278,11,1.7,37,0.6,1062,0.0,0.0,3,0,2018,1,0
128,3,1.9,81,1.1,525,0.0,0.0,0,0,2018,3,4
187,2,4.8,66,1.6,2000,0.0,0.0,2,0,2018,11,0
1837,15,23.8,29,4.7,1876,0.0,0.0,0,0,2018,5,5
1663,19,13.3,49,3.6,1919,0.0,0.0,0,0,2018,5,3
1531,20,14.4,50,2.7,1216,0.0,0.0,0,0,2018,4,3
1003,0,26.4,76,1.2,2000,0.0,0.0,1,0,2018,7,1
245,4,27.0,74,0.8,1816,0.0,0.0,1,0,2018,7,6
1192,14,20.6,31,1.4,1562,0.0,0.0,2,0,2018,10,3
614,23,13.5,74,1.2,603,0.0,0.0,0,0,2018,3,2
110,4,6.0,84,1.7,951,0.0,0.0,0,0,2018,4,6
184,2,4.7,81,1.0,1918,0.0,0.0,2,0,2018,10,0
636,15,19.9,45,2.7,676,0.0,0.0,0,0,2018,3,1
3154,18,24.4,34,2.4,2000,0.0,0.0,2,0,2018,9,4
221,23,-4.0,48,1.5,1536,0.0,0.0,3,0,2018,1,3
1295,15,19.9,47,3.3,484,0.0,0.0,0,0,2018,5,4
225,3,6.5,69,0.3,1981,0.0,0.0,2,0,2018,10,4
721,23,8.1,57,0.7,752,0.0,0.0,2,0,2018,11,3
1355,13,18.3,26,1.2,1503,0.0,0.0,2,0,2018,11,6
2415,20,27.1,67,2.9,1949,0.0,0.0,1,0,2018,7,2
782,10,8.6,57,0.6,1102,0.0,0.0,2,0,2018,11,3
441,11,8.0,43,1.7,1909,0.0,0.0,0,0,2018,3,2
984,20,17.1,80,1.5,480,0.0,0.0,0,0,2018,4,6
1015,9,28.0,56,1.5,1982,0.0,0.0,1,0,2018,8,2
39,6,-9.9,42,2.3,2000,0.0,0.0,3,0,2017,12,6
168,4,6.2,71,1.1,2000,0.0,0.0,2,0,2018,10,4
583,10,4.8,40,1.1,1676,0.0,0.0,2,0,2018,11,6
647,8,12.7,67,0.6,378,0.0,0.0,0,0,2018,4,5
417,6,21.0,48,0.6,2000,0.0,0.0,1,0,2018,6,5
203,19,24.2,94,4.7,242,1.5,0.0,1,0,2018,6,1
1797,17,26.9,60,2.8,2000,0.0,0.0,1,0,2018,8,5
2101,8,13.7,54,2.4,1960,0.0,0.0,2,0,2018,10,0
291,9,-4.7,48,1.0,1784,0.0,0.0,3,0,2017,12,5
1487,7,19.8,79,0.9,2000,0.0,0.0,2,0,2018,9,2
412,7,6.2,83,0.8,1100,0.0,0.0,2,0,2018,10,5
320,20,0.9,42,1.2,1113,0.0,0.0,3,0,2017,12,4
1389,20,10.2,46,0.2,2000,0.0,0.0,2,0,2018,10,3
1076,9,18.3,58,1.4,1958,0.0,0.0,2,0,2018,9,5
952,9,11.5,43,1.7,1818,0.0,0.0,0,0,2018,4,3
968,0,21.9,62,1.0,1822,0.0,0.0,2,0,2018,9,3
1937,19,20.7,46,1.0,2000,0.0,0.0,2,0,2018,9,2
600,13,33.0,56,3.5,1857,0.0,0.0,1,0,2018,8,6
301,13,18.9,89,2.6,586,0.0,0.0,2,0,2018,9,3
2043,17,20.1,29,3.3,1840,0.0,0.0,0,0,2018,4,5
393,12,-0.3,38,4.8,1823,0.0,0.0,3,0,2017,12,0
1091,18,5.9,68,3.4,543,0.0,0.0,0,0,2018,3,3
922,10,23.9,57,2.1,977,0.0,0.0,1,0,2018,6,3
101,1,-1.4,42,1.1,1805,0.0,0.0,3,0,2018,2,0
1024,9,20.7,67,1.1,464,0.0,0.0,0,1,2018,5,1
266,5,24.8,86,1.6,1170,0.0,0.0,1,0,2018,7,5
1272,19,18.9,78,2.2,2000,0.0,0.0,2,0,2018,9,3
117,6,-4.0,41,0.8,1242,0.0,0.0,3,0,2018,2,4
664,18,6.2,61,3.2,1411,0.0,0.0,0,0,2018,3,5
3146,18,26.7,56,1.8,2000,0.0,0.0,2,0,2018,9,3
405,6,5.0,70,0.7,1739,0.0,0.0,0,0,2018,4,0
1161,14,26.0,23,2.3,1923,0.0,0.0,0,0,2018,5,4
1332,15,23.0,29,2.9,1876,0.0,0.0,0,0,2018,5,2
689,21,8.0,51,0.5,1989,0.0,0.0,2,0,2018,11,6
1404,15,23.4,35,1.4,2000,0.0,0.0,2,0,2018,9,3
200,5,15.0,64,1.6,2000,0.0,0.0,0,0,2018,5,1
79,23,-14.9,35,2.8,2000,0.0,0.5,3,0,2018,1,3
742,10,19.5,54,1.1,451,0.0,0.0,0,0,2018,4,0
1896,17,16.9,34,2.5,2000,0.0,0.0,2,0,2018,10,2
174,5,17.6,0,0.8,1304,0.0,0.0,0,0,2018,5,6
186,8,-6.5,62,1.1,1503,0.0,0.0,3,0,2018,1,5
126,0,-0.7,37,3.5,1716,0.0,0.0,3,1,2018,2,3
1026,19,5.2,48,1.9,1590,0.0,0.0,2,0,2018,11,3
282,11,5.7,81,1.1,192,0.0,0.0,3,0,2017,12,5
60,6,22.3,93,0.6,1262,0.4,0.0,1,0,2018,7,6
52,9,-4.3,89,1.0,59,1.6,4.0,3,0,2017,12,0
1183,14,22.0,33,3.4,1966,0.0,0.0,0,0,2018,5,2
382,4,21.7,93,0.1,244,0.0,0.0,1,0,2018,6,5
1242,12,18.7,39,1.9,1925,0.0,0.0,0,0,2018,5,2
1551,21,19.3,57,3.1,1924,0.0,0.0,0,0,2018,5,5
1142,14,25.5,77,0.8,1957,0.0,0.0,1,0,2018,7,1
262,20,-5.9,34,0.9,2000,0.0,0.0,3,0,2017,12,2
1227,15,21.9,23,2.6,1463,0.0,0.0,0,0,2018,4,3
241,1,-6.3,57,0.4,1148,0.0,0.0,3,0,2017,12,4
397,6,14.9,64,0.5,424,0.0,0.0,0,0,2018,4,0
44,5,5.1,82,0.6,185,0.0,0.0,3,1,2017,12,6
223,4,9.5,87,0.6,266,0.0,0.0,2,0,2018,11,5
2367,18,24.1,53,1.3,2000,0.0,0.0,1,0,2018,6,6
228,0,-0.6,60,0.6,1433,0.0,0.0,3,0,2018,1,5
144,23,2.7,60,0.6,794,0.0,0.0,3,0,2018,1,6
754,8,23.2,47,1.0,2000,0.0,0.0,1,0,2018,8,5
312,4,18.3,66,1.3,929,0.0,0.0,1,0,2018,6,5
602,6,20.0,97,0.0,647,0.0,0.0,2,0,2018,9,1
179,10,-1.8,40,1.8,1555,0.0,0.0,3,0,2018,1,6
161,4,11.7,64,1.6,1578,0.0,0.0,0,0,2018,5,3
1051,10,17.2,45,2.1,2000,0.0,0.0,0,0,2018,5,5
1251,23,20.1,77,3.1,797,0.0,0.0,1,1,2018,6,2
341,7,17.6,0,1.4,1219,0.0,0.0,0,0,2018,5,6
48,4,-4.0,79,1.2,453,0.0,0.0,3,0,2018,1,6
1256,12,23.1,56,1.6,1222,0.0,0.0,1,0,2018,6,4
155,22,-7.6,41,1.6,2000,0.0,0.0,3,0,2017,12,5
262,5,19.0,85,0.4,467,0.0,0.0,1,0,2018,6,5
168,0,-9.5,48,1.3,1996,0.0,0.0,3,0,2017,12,2
1070,1,22.6,85,0.3,323,0.0,0.0,1,0,2018,6,5
785,12,10.3,38,1.2,1130,0.0,0.0,2,0,2018,11,0
742,23,19.5,89,1.7,304,0.0,0.0,0,0,2018,5,1
1357,17,9.9,40,2.6,2000,0.0,0.0,2,0,2018,10,1
699,10,31.4,51,1.1,847,0.0,0.0,1,0,2018,7,5
215,6,18.4,95,0.1,752,0.0,0.0,2,0,2018,9,5
909,11,23.2,82,1.1,1991,0.0,0.0,1,0,2018,7,1
2019,15,23.9,37,2.6,1889,0.0,0.0,0,0,2018,5,6
85,5,5.2,60,2.0,2000,0.0,0.0,0,0,2018,3,4
156,3,17.0,74,1.7,1294,0.0,0.0,0,0,2018,4,1
2069,18,17.9,29,2.8,2000,0.0,0.0,2,0,2018,10,6
515,17,-1.3,26,5.3,2000,0.0,0.0,3,0,2017,12,0
939,0,28.9,66,2.2,2000,0.0,0.0,1,0,2018,7,2
382,2,29.7,53,1.4,1682,0.0,0.0,1,0,2018,7,0
361,0,8.7,86,3.1,2000,0.0,0.0,0,0,2018,5,3
2183,17,24.5,37,3.2,2000,0.0,0.0,2,0,2018,9,4
234,9,0.9,63,0.9,1090,0.0,0.0,3,0,2018,1,5
497,11,5.7,58,2.3,700,0.0,0.0,0,0,2018,3,5
320,9,-6.0,61,2.5,1547,0.0,0.6,3,0,2018,1,1
81,23,-8.7,42,2.1,1981,0.0,0.0,3,0,2018,1,6
884,23,11.0,74,0.1,1817,0.0,0.0,2,0,2018,10,2
414,22,0.5,38,0.9,1907,0.0,0.0,0,0,2018,3,4
610,1,15.5,82,1.5,513,0.0,0.0,0,0,2018,5,3
2177,20,24.5,64,2.0,2000,0.0,0.0,2,0,2018,9,2
104,6,-11.8,47,2.5,1973,0.0,0.0,3,0,2017,12,1
194,3,15.6,63,1.7,2000,0.0,0.0,0,0,2018,5,1
177,15,-6.5,26,2.4,1987,0.0,0.0,3,0,2018,1,4
368,3,22.7,86,0.7,1455,0.0,0.0,1,0,2018,7,6
1240,9,26.6,73,2.2,1147,0.0,0.0,1,0,2018,7,4
1034,12,18.2,34,1.0,758,0.0,0.0,2,0,2018,10,0
1381,14,20.1,30,3.0,1554,0.0,0.0,0,0,2018,3,5
243,22,-6.4,36,1.3,2000,0.0,0.0,3,0,2017,12,2
600,8,14.6,54,0.9,431,0.0,0.0,0,0,2018,4,5
531,6,17.7,55,1.5,2000,0.0,0.0,2,0,2018,10,4
411,11,25.9,79,1.7,1900,0.0,0.0,1,0,2018,8,1
278,15,8.5,49,1.3,400,0.0,0.0,3,0,2018,1,2
1485,20,16.9,42,2.7,942,0.0,0.0,0,0,2018,4,6
831,9,22.7,39,0.7,1880,0.0,0.0,1,0,2018,6,6
900,0,24.2,61,1.7,2000,0.0,0.0,1,0,2018,7,0
221,9,-5.8,49,1.4,1728,0.0,0.0,3,0,2018,1,5
165,20,0.6,57,3.9,1954,0.0,0.0,3,0,2017,12,6
86,2,-4.7,33,0.1,2000,0.0,0.0,3,0,2018,2,6
2270,8,21.8,77,0.9,1419,0.0,0.0,2,0,2018,9,3
1611,21,30.6,70,1.6,1542,0.0,0.0,1,0,2018,8,0
211,23,2.4,59,3.2,2000,0.0,0.0,3,0,2018,2,1
2100,21,21.3,66,2.3,1989,0.0,0.0,2,0,2018,9,0
132,6,11.2,70,0.9,2000,0.0,0.0,2,1,2018,9,1
1111,7,27.6,80,1.0,783,0.0,0.0,1,0,2018,7,4
275,23,-3.5,43,0.9,2000,0.0,0.0,3,0,2017,12,4
134,19,-6.0,31,3.6,2000,0.0,0.0,3,0,2018,1,6
1772,20,33.5,50,2.1,2000,0.0,0.0,1,0,2018,7,1
138,5,9.7,63,1.1,1304,0.0,0.0,0,0,2018,4,6
431,15,5.4,18,3.7,1940,0.0,0.0,3,0,2018,2,1
1133,20,15.2,65,2.2,988,0.0,0.0,0,0,2018,3,2
809,0,18.9,78,2.1,2000,0.0,0.0,2,0,2018,9,4
1182,7,22.6,88,0.8,2000,0.0,0.0,1,0,2018,8,1
837,15,32.0,53,2.1,1992,0.0,0.0,1,0,2018,8,3
182,3,1.7,59,0.5,2000,0.0,0.0,2,0,2018,10,1
1595,8,25.3,83,3.4,1982,0.0,0.0,1,0,2018,8,2
557,11,8.2,45,2.4,1992,0.0,0.0,0,0,2018,3,4
1407,14,22.8,53,1.4,1630,0.0,0.0,0,1,2018,5,1
652,13,35.1,39,2.0,2000,0.0,0.0,1,0,2018,8,3
800,7,0.8,41,0.6,1298,0.0,0.0,2,0,2018,11,3
926,9,31.7,59,1.0,1706,0.0,0.0,1,0,2018,7,1
1763,8,28.5,76,0.9,725,0.0,0.0,1,0,2018,7,4
52,5,-5.1,48,3.2,1821,0.0,0.9,3,0,2018,1,1
1773,17,19.3,49,2.8,966,0.0,0.0,2,0,2018,10,0
175,0,-8.1,41,2.0,2000,0.0,0.0,3,0,2017,12,6
1097,14,27.2,49,1.5,1945,0.0,0.0,2,0,2018,9,3
679,1,11.2,78,1.1,467,0.0,0.0,2,0,2018,11,5
755,2,20.5,76,1.1,994,0.0,0.0,1,0,2018,6,6
1663,17,30.8,52,2.3,1953,0.0,0.0,1,0,2018,8,1
2241,19,17.9,42,2.1,2000,0.0,0.0,0,0,2018,5,1
1798,22,23.6,82,1.8,1673,0.0,0.0,2,0,2018,9,2
687,23,5.0,75,1.1,835,0.0,0.0,2,0,2018,11,4
805,11,20.6,34,2.2,705,0.0,0.0,0,0,2018,4,4
2022,18,10.6,45,1.8,1936,0.0,0.0,2,0,2018,11,0
1464,20,12.7,75,2.0,433,0.0,0.0,2,0,2018,11,0
1500,21,33.3,64,3.0,1680,0.0,0.0,1,0,2018,8,2
177,14,-7.4,33,4.0,1713,0.0,0.0,3,0,2018,2,6
504,0,9.5,40,2.4,1987,0.0,0.0,0,0,2018,4,3
592,0,3.6,49,0.8,1990,0.0,0.0,2,0,2018,11,6
1068,1,22.2,84,0.3,610,0.0,0.0,1,0,2018,6,3
550,13,36.7,44,1.4,1765,0.0,0.0,1,0,2018,8,3
1991,16,28.3,41,2.6,1852,0.0,0.0,1,0,2018,6,5
521,11,35.8,41,1.6,1795,0.0,0.0,1,0,2018,8,2
632,15,37.5,33,2.0,1816,0.0,0.0,1,0,2018,7,6
491,6,10.1,71,0.2,1474,0.0,0.0,2,0,2018,10,1
889,13,13.3,36,2.1,1283,0.0,0.0,2,0,2018,11,0
466,11,10.7,56,2.0,261,0.0,0.0,0,0,2018,3,6
827,10,25.6,75,1.1,1028,0.0,0.0,1,0,2018,7,3
305,9,1.2,84,2.1,210,0.0,0.0,3,0,2018,1,3
169,14,-10.4,30,4.3,2000,0.0,1.0,3,0,2018,1,1
216,2,-0.9,65,0.6,1369,0.0,0.0,3,0,2018,1,5
340,19,-4.9,52,2.0,2000,0.0,0.0,3,0,2018,2,0
103,0,-7.7,52,3.2,1982,0.0,0.0,3,0,2018,2,0
124,16,-11.2,30,4.7,2000,0.0,0.7,3,0,2018,1,2
366,7,15.7,68,0.9,2000,0.0,0.0,2,0,2018,9,6
2328,17,25.1,51,2.4,1714,0.0,0.0,1,0,2018,6,1
38,2,-5.0,65,0.4,990,0.0,0.2,3,0,2017,12,0
1789,22,24.1,80,0.9,1852,0.0,0.0,1,0,2018,8,4
965,17,37.6,33,2.1,1837,0.0,0.0,1,0,2018,7,6
